Make,Model,MakeCode,FamilyCode,YearGroup,MonthGroup,SequenceNum,Description,CurrentRelease,ImportFlag,LimitedEdition,Series,SeriesModelYear,BadgeDescription,BadgeSecondaryDescription,BodyStyleDescription,BodyConfigDescription,WheelBaseConfig,Roofline,ExtraIdentification,DriveDescription,DriveCode,GearTypeDescription,GearLocationDescription,GearNum,DoorNum,EngineSize,EngineDescription,Cylinders,FuelTypeDescription,InductionDescription,OptionCategory,CamDescription,EngineTypeDescription,FuelCapacity,FuelDeliveryDescription,MethodOfDeliveryDescription,GrossCombinationMAss,GrossVehicleMass,VIN,WheelBase,Height,Length,Width,KerbWeight,TareMass,PayLoad,Power,PowerRPMFrom,PowerRPMTo,Torque,TorqueRPMFrom,TorqueRPMTo,RonRating,SeatCapacity,ModelCode,BuildCountryOriginDescription,ValvesCylinder,EngineCycleDescription,EngineConfigurationDescription,EngineLocation,EngineNum,Acceleration,FrontTyreSize,RearTyreSize,FrontRimDesc,RearRimDesc,TowingBrakes,TowingNoBrakes,WarrantyCustAssist,FreeScheduledService,WarrantyYears,WarrantyKM,FirstServiceKM,FirstServiceMonths,RegServiceMonths,AltEngEngineType,AltEngBatteryType,AltEngCurrentType,AltEngAmpHours,AltEngVolts,AltEngChargingMethod,AltEngPower,AltEngPowerFrom,AltEngPowerTo,AltEngTorque,AltEngTorqueFrom,AltEngTorqueTo,AltEngDrive,NormalChargeMins,QuickChargeMins,NormalChargeVoltage,QuickChargeVoltage,KMRangeElectricEng,ElectricEngineLocation,TopSpeedElectricEng,GreenhouseRating,AirpollutionRating,OverallGreenStarRating,CO2Combined,CO2Urban,CO2ExtraUrban,FuelUrban,FuelExtraurban,FuelCombined,EmissionStandard,MaxEthanolBlend,AncapRating,VFactsClass,VFactsSegment,VFactsPrice,IsPPlateApproved,AverageKM,GoodKM,AvgWholesale,AvgRetail,GoodWholesale,GoodRetail,TradeMin,TradeMax,PrivateMax,NewPrice,Colour,Branch,SaleCategory,Sold_Date,Compliance_Date,Age_Comp_Months,KM,Sold_Amount,Aging,AgingMonths,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
Toyota,Camry,TOYO,CAMRY,2013,0,9,ASV50R Atara SL Sedan 4dr Spts Auto 6sp 2.5i (Jul ),F,L,F,ASV50R,,Atara SL,,Sedan,,,,Jul.,Front Wheel Drive,FWD,Sports Automatic,S/Wheel & Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4815.0,1825.0,1505.0,1460.0,595.0,135.0,,6000.0,235.0,,4100.0,91.0,5,ASV50R-DETNKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AZR-#######,9.3,215/55 R17,215/55 R17,17x7.0,17x7.0,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,100.0,60.0,13600.0,16800.0,15350.0,18850.0,11900.0,13800.0,17100.0,39990.0,1F7 - Silver Pearl (T),Sunshine (VIC),Dealer Only Auction,2016-11-23 00:00:00.000,08/2013,39.0,114392.0,15000.0,3,36,36.0,38130.666666666664,0.08970099667774087,0.15614617940199335
Ford,Focus,FORD,FOCUS,2013,0,15,LW MKII Ambiente Sedan 4dr PwrShift 6sp 1.6i,F,L,F,LW MKII,,Ambiente,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,Floor,6.0,4,1596,1.6,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,55.0,Multi-Point Injection,Electronic Sequential,,1900.0,MPBMXXMXBMBE#####,2648.0,1484.0,4534.0,1823.0,1339.0,1306.0,,92.0,,6300.0,159.0,,4000.0,91.0,5,,THAILAND,4.0,4 Stroke,In-line,Front,????-#######,,205/60 R16,205/60 R16,16x6.0,16x6.0,,,,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,7.5,6.5,4.0,153.0,219.0,115.0,9.3,4.9,6.5,Euro 4,,5.0,Passenger,Small,< $40K,T,100.0,60.0,7600.0,10100.0,8900.0,11700.0,6500.0,8000.0,10600.0,22590.0,White,Belmore (NSW),Auction,2016-10-18 00:00:00.000,06/2013,40.0,42731.0,9750.0,3,36,36.0,14243.666666666666,0.06870799103808813,0.11874533233756535
Volkswagen,Jetta,VOLK,JETTA,2014,2,2,1B MY14 118TSI Comfortline Sedan 4dr DSG 7sp 1.4TSC,F,L,F,1B,MY14,118TSI,Comfortline,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,Floor,7.0,4,1390,1.4,4,Petrol - Premium ULP,Turbo Supercharged Intercooled,PASS,DOHC with VVT,Piston,55.0,Direct Injection,Electronic Sequential,,,WVWZZZ1KZEM######,2633.0,1473.0,4744.0,1778.0,1661.9049518435645,1337.0,,118.0,,5800.0,240.0,1500.0,4000.0,95.0,5,,MEXICO,4.0,4 Stroke,In-line,Front,CTHD*#####,8.3,205/55 R16,205/55 R16,16x6.5,16x6.5,1400.0,680.0,3 Year Roadside,,3.0,-1.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,7.5,7.5,4.5,144.0,178.0,124.0,7.7,5.3,6.2,Euro 5,,5.0,Passenger,Small,< $40K,T,75.0,45.0,11400.0,14450.0,13200.0,16300.0,10000.0,11900.0,14800.0,29240.0,B4B4 - Candy White (VW),Belmore (NSW),Auction,2016-04-04 00:00:00.000,03/2014,25.0,36547.0,14750.0,2,24,24.0,18273.5,0.07100285721460885,0.14441259094496714
Holden,Colorado,HOLD,COLORAD,2013,0,21,RG MY13 LX Utility Crew Cab 4dr. Spts Auto 6sp 4x4 1081kg 2.8DT,F,L,F,RG,MY13,LX,,Utility,Dual Cab,,,,4X4 Dual Range,4XD,Sports Automatic,Floor,6.0,4,2776,2.8,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,6000.0,3100.0,MMU148DH0DH######,3096.0,1780.0,5347.0,1882.0,2016.0,,1081.0,132.0,,3800.0,470.0,,2000.0,,5,82G43274,THAILAND,4.0,4 Stroke,In-line,Front,APR G102######,,245/70 R16,245/70 R16,16x6.5,16x6.5,3500.0,750.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,2.5,243.0,311.0,204.0,11.6,7.6,9.1,Euro 4,,5.0,Light Commercial,PU/CC 4x4,,T,120.0,80.0,21550.0,25900.0,24000.0,28650.0,19400.0,22000.0,26300.0,46490.0,White,Hobart (TAS),Fixed Price,2016-03-31 00:00:00.000,02/2013,37.0,72593.0,24440.0,3,36,36.0,24197.666666666668,0.06547619047619048,0.23313492063492064
Toyota,Camry,TOYO,CAMRY,2015,4,6,ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Apr),F,L,F,ASV50R,,Altise,,Sedan,,,,Apr,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3300.0,2100.0,6T1BF3FK90#######,2775.0,1470.0,4850.0,1835.0,1465.0,1420.0,635.0,133.0,,6000.0,231.0,,4100.0,91.0,5,ASV50R-DETDKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-#######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.5,6.5,3.5,183.0,255.0,142.0,10.9,6.0,7.8,Euro 4,E10,5.0,Passenger,Medium,< $60K,T,50.0,30.0,14250.0,17550.0,16000.0,19600.0,12500.0,14400.0,17800.0,26490.0,061 - Diamond White (T),Sunshine (VIC),Dealer Only Auction,2016-06-22 00:00:00.000,05/2015,13.0,29098.0,17000.0,1,12,12.0,29098.0,0.09078498293515358,0.157679180887372
Holden,Colorado,HOLD,COLORAD,2010,7,61,RC MY11 LT-R Utility Crew Cab 4dr. Auto 4sp 4x4 968kg 3.0DT,F,L,F,RC,MY11,LT-R,,Utility,Dual Cab,,,,4X4,4X4,Automatic,Floor,4.0,4,2999,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Multi-Point Injection,Electronic Sequential,5900.0,2900.0,MMMTFS85H3T######,3050.0,1750.0,4995.0,1800.0,1932.0,1925.0,968.0,120.0,,3600.0,333.0,,1600.0,,5,82G43-374,THAILAND,4.0,4 Stroke,In-line,Front,4JJ1TC ######,,245/70 R16,245/70 R16,16x7.0,16x7.0,3000.0,750.0,1yr Roadside,,3.0,100000.0,3000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,9.0,,,3.0,Light Commercial,PU/CC 4x4,,T,210.0,140.0,16300.0,19950.0,18550.0,22550.0,14200.0,16700.0,20600.0,50690.0,White,Perth (WA),Auction,2016-10-04 00:00:00.000,08/2010,74.0,108297.0,18750.0,6,72,72.0,18049.5,0.062111801242236024,0.17236024844720496
Nissan,Patrol,NISS,PATROL,2013,0,8,Y61 GU 9 ST Wagon 7st 5dr Man 5sp 4x4 3.0DT,F,L,F,Y61 GU 9,,ST,,Wagon,,,,,4X4,4X4,Manual,Floor,5.0,5,2953,3.0,4,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,125.0,Direct Injection,Electronic,,3060.0,JN1TESY61A0######,2970.0,1855.0,5050.0,1940.0,1661.9049518435645,2478.0,582.0,118.0,3200.0,3400.0,380.0,2000.0,2400.0,,7,PATROLZM9 ST,JAPAN,4.0,4 Stroke,In-line,Front,ZD30-######*,,275/65 R17,275/65 R17,17x8.0,17x8.0,3200.0,750.0,Roadside Assist,,3.0,100000.0,10000.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,4.0,3.0,2.0,288.0,366.0,242.0,14.1,9.2,10.9,Euro 4,,3.0,SUV,Upper Large,< $100K,T,100.0,60.0,28650.0,34000.0,31550.0,37350.0,26000.0,29200.0,34500.0,57390.0,Gold,Canberra (ACT),Fixed Price,2017-11-09 00:00:00.000,05/2013,54.0,177475.0,24000.0,4,48,48.0,44368.75,0.07100285721460885,0.22865326899619798
Holden,Commodore,HOLD,COMMODO,2013,5,46,VF MY14 SS Sportwagon 5dr. Spts Auto 6sp 6.0i,F,L,F,VF,MY14,SS,,Wagon,,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,5,5967,6.0,8,Petrol - Unleaded ULP,Aspirated,PASS,Pushrod,Piston,71.0,Multi-Point Injection,Electronic Sequential,,,6G1FC8E##EL######,2915.0,1474.0,4939.0,1898.0,1836.0,1791.0,,260.0,,5600.0,517.0,,4400.0,91.0,5,8EC35-838,AUSTRALIA,2.0,4 Stroke,V90,Front,############,,245/45 R18,245/45 R18,18x8.0,18x8.0,2100.0,750.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,4.5,6.5,3.0,278.0,408.0,202.0,17.2,8.5,11.7,Euro 4,E85,5.0,Passenger,Large,< $70K,T,100.0,60.0,23650.0,28250.0,26250.0,31200.0,21500.0,24200.0,28700.0,46190.0,Red,Perth (WA),Auction,2017-05-23 00:00:00.000,08/2013,45.0,40223.0,29250.0,4,48,45.0,10726.133333333333,0.14161220043572983,0.2815904139433551
Hyundai,i40,HYUN,I40,2013,0,1,VF2 Active Sedan 4dr. Spts Auto 6sp 2.0i,F,L,F,VF2,,Active,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,S/Wheel & Floor,6.0,4,1999,2.0,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Direct Injection,Electronic Sequential,,2020.0,KMHLB41DM*U######,2770.0,1470.0,4740.0,1815.0,1567.0,1504.0,,130.0,,6500.0,213.0,,4700.0,91.0,5,DFS42GA1FDC795,SOUTH KOREA,4.0,4 Stroke,In-line,Front,G4NC-######,,205/60 R16,205/60 R16,16x7.0,16x7.0,1500.0,750.0,,,5.0,-1.0,1500.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,7.0,7.5,4.0,176.0,243.0,137.0,10.4,5.9,7.5,Euro 5,,5.0,Passenger,Medium,< $60K,T,100.0,60.0,9350.0,12250.0,11000.0,14000.0,8200.0,9900.0,12600.0,31990.0,Silver,Belmore (NSW),Special Fixed Price,2016-07-03 00:00:00.000,02/2013,41.0,38603.0,14050.0,3,36,36.0,12867.666666666666,0.08296107211231653,0.13592852584556478
Nissan,Navara,NISS,NAVARA,2011,3,34,D40 MY11 ST-X Utility Dual Cab 4dr Man 6sp 4x4 776kg 2.5DT,F,L,F,D40,MY11,ST-X,,Utility,Dual Cab,,,,4X4,4X4,Manual,Floor,6.0,4,2488,2.5,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,80.0,Direct Injection,Electronic Sequential,5805.0,2805.0,VSK???D40A0######,3200.0,1795.0,5296.0,1848.0,1661.9049518435645,2029.0,776.0,140.0,,4000.0,450.0,,2000.0,,5,,SPAIN,4.0,4 Stroke,In-line,Front,YD25 6####48A,,255/65 R17,255/65 R17,17x7.0,17x7.0,3000.0,750.0,roadside assist,,3.0,100000.0,10000.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,224.0,280.0,191.0,10.7,7.2,8.5,,,3.0,Light Commercial,PU/CC 4x4,,T,180.0,120.0,17400.0,21250.0,19700.0,23800.0,15200.0,17700.0,21800.0,50990.0,Silver,Geebung (QLD),Auction,2017-07-12 00:00:00.000,12/2011,67.0,121271.0,15200.0,6,72,67.0,21720.179104477615,0.08424067805123084,0.2707736080218134
Holden,Ute,HOLD,UTE,2013,5,9,VF MY14 Ute Extended Cab 2dr. Spts Auto 6sp 3.6i,F,L,F,VF,MY14,,,Utility,Extended Cab,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,2,3564,3.6,6,Petrol - Unleaded ULP,Aspirated,CC,DOHC with VVT,Piston,71.0,Direct Injection,Electronic Sequential,,,6G1FA4?##EL######,3009.0,1494.0,5062.0,1898.0,1656.0,1612.0,,210.0,,6700.0,350.0,,2800.0,91.0,2,8EK80-178,AUSTRALIA,4.0,4 Stroke,V60,Front,,,225/60 R16,225/60 R16,16x7.0,16x7.0,1600.0,750.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,6.0,8.5,4.0,216.0,298.0,168.0,12.5,7.0,9.0,Euro 4,E85,5.0,Light Commercial,PU/CC 4X2,,T,120.0,80.0,14250.0,17550.0,16100.0,19700.0,12500.0,14500.0,17900.0,32990.0,Heron White,Sunshine (VIC),Auction,2016-03-01 00:00:00.000,10/2013,29.0,77085.0,17100.0,3,36,29.0,31897.241379310348,0.12681159420289856,0.2113526570048309
Lexus,RX450h,LEXU,RX450H,2015,0,1,GYL15R Luxury Wagon 5dr CVT 6sp 4x4 3.5i/123kW Hybrid (Feb),F,L,F,GYL15R,,Luxury,,Wagon,,,,Feb,4X4 On Demand,4XO,Constantly Variable Transmission,Dash,6.0,5,3456,3.5,6,Petrol - Premium ULP,Aspirated,SUV,DOHC with VVT,Piston - Electric,65.0,Multi-Point Injection,Electronic Sequential,4700.0,2700.0,JTJBC11A#02######,2740.0,1725.0,4770.0,1885.0,2205.0,2165.0,495.0,183.0,,6000.0,317.0,,4800.0,95.0,5,GGL15R-AWTGKW,JAPAN,4.0,4 Stroke,V60,Front,2GR-#######,7.8,235/55 R19,235/55 R19,19x7.5,19x7.5,1500.0,750.0,4 Year Roadside,,4.0,100000.0,,,12.0,Permanent Magnet,Nickel Metal Hydride,AC,,650.0,Regenerative Braking,123.0,,,335.0,,,Gearbox,,,,,,,,7.5,8.5,5.0,149.0,152.0,145.0,6.5,6.1,6.3,Euro 5,,,SUV,Large,> $70K,T,35.0,20.0,44950.0,52500.0,48900.0,56950.0,41800.0,45900.0,52700.0,80000.0,212 - Onyx (L),Sunshine (VIC),Dealer Only Auction,2016-03-29 00:00:00.000,06/2015,9.0,11314.0,67000.0,1,12,9.0,15085.333333333334,0.08299319727891157,0.1437641723356009
Mazda,3,MAZD,3,2014,0,17,BM5278 Maxx Sedan 4dr SKYACTIV-Drive 6sp 2.0i,F,L,F,BM5278,,Maxx,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,1998,2.0,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,51.0,Direct Injection,Electronic Sequential,,,JM0BM527810######,2700.0,1455.0,4580.0,1795.0,1296.0,1260.0,,114.0,,6000.0,200.0,,4000.0,91.0,5,300JAS4M,JAPAN,4.0,4 Stroke,In-line,Front,PE-######,,205/60 R16,205/60 R16,16x6.5,16x6.5,1200.0,600.0,,,3.0,-1.0,10000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,8.0,7.5,4.5,134.0,176.0,110.0,7.5,4.7,5.7,Euro 5,E10,5.0,Passenger,Small,< $40K,T,75.0,45.0,14400.0,17750.0,16200.0,19850.0,12700.0,14600.0,18000.0,24990.0,Grey,Belmore (NSW),Auction,2017-11-29 00:00:00.000,07/2014,40.0,106805.0,11300.0,3,36,36.0,35601.666666666664,0.08796296296296297,0.15432098765432098
Ford,Falcon,FORD,FALCON,2008,5,29,FG XR6 Sedan 4dr Spts Auto 5sp 4.0i,F,L,F,FG,,XR6,,Sedan,,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,5.0,4,3984,4.0,6,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,68.0,Multi-Point Injection,Electronic Sequential,,,6FPAAAJGSW8*#####,2838.0,1453.0,4970.0,1868.0,1661.9049518435645,1686.0,,195.0,,6000.0,391.0,,3250.0,91.0,5,18835,AUSTRALIA,4.0,4 Stroke,In-line,Front,JGSW8R#####,,245/45 R17,245/45 R17,17x8.0,17x8.0,2300.0,750.0,1 year roadside,,3.0,100000.0,3000.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,251.0,345.0,197.0,14.5,8.2,10.5,,,5.0,Passenger,Large,< $70K,T,230.0,140.0,5750.0,8300.0,7550.0,10050.0,5000.0,6800.0,9200.0,39990.0,Sensation,Adelaide (SA),Auction,2016-11-16 00:00:00.000,07/2008,100.0,146947.0,7500.0,8,96,96.0,18368.375,0.11733523014278581,0.23527217941450898
Mitsubishi,Pajero,MITS,PAJERO,2014,0,1,NW MY14 GLX Wagon 5dr Spts Auto 5sp 4x4 3.2DT,F,L,F,NW,MY14,GLX,,Wagon,,,,,4X4 Dual Range,4XD,Sports Automatic,Floor,5.0,5,3200,3.2,4,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,88.0,Direct Injection,Electronic Sequential,6030.0,3030.0,JMFLNV98WEJ######,2780.0,1900.0,4900.0,1875.0,2273.0,2205.0,753.0,147.0,,3800.0,441.0,,2000.0,,5,NW6W45,JAPAN,4.0,4 Stroke,In-line,Front,4M41U#######,,265/65 R17,265/65 R17,17x7.5,17x7.5,3000.0,750.0,1yr Roadside,,5.0,130000.0,1500.0,,12.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,239.0,286.0,212.0,10.8,8.0,9.0,Euro 4,,5.0,SUV,Large,< $70K,T,75.0,45.0,25150.0,29950.0,27750.0,32900.0,22900.0,25600.0,30300.0,53990.0,Grey,Belmore (NSW),Special Fixed Price,2016-06-10 00:00:00.000,01/2014,29.0,86811.0,26900.0,2,24,24.0,43405.5,0.06467223933128025,0.19401671799384074
Holden,Colorado,HOLD,COLORAD,2011,0,17,RC MY11 LX-R Utility Crew Cab 4dr. Auto 4sp 4x4 1018kg 3.0DT,F,L,T,RC,MY11,LX-R,,Utility,Dual Cab,,,,4X4,4X4,Automatic,Floor,4.0,4,2999,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Multi-Point Injection,Electronic Sequential,5900.0,2900.0,MMMTFS85H3T######,3050.0,1750.0,4900.0,1800.0,1882.0,1870.0,1018.0,120.0,,3600.0,333.0,,1600.0,,5,82G43-274,THAILAND,4.0,4 Stroke,In-line,Front,4JJ1TC ######,,245/70 R16,245/70 R16,16x7.0,16x7.0,3000.0,750.0,1yr Roadside,,3.0,100000.0,3000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,9.0,,,3.0,Light Commercial,PU/CC 4x4,,T,180.0,120.0,16250.0,19900.0,18450.0,22400.0,14300.0,16600.0,20400.0,38990.0,White,Townsville (QLD),Auction,2016-07-12 00:00:00.000,05/2011,62.0,129463.0,17250.0,5,60,60.0,25892.6,0.06376195536663125,0.1769394261424017
Mitsubishi,Triton,MITS,TRITON,2015,0,10,MN MY15 GLX-R Utility Double Cab 4dr Man 5sp 4x4 969kg 2.5DT,F,L,F,MN,MY15,GLX-R,,Utility,Dual Cab,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,4,2477,2.5,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,75.0,Direct Injection,Electronic Sequential,5700.0,2930.0,MMAJNKB40F?*#####,3000.0,1780.0,5285.0,1800.0,1960.0,,969.0,131.0,,4000.0,400.0,,2000.0,,5,MN5V47,THAILAND,4.0,4 Stroke,In-line,Front,4D56 ***####,,245/65 R17 RF,245/65 R17 RF,17x7.5,17x7.5,3000.0,750.0,1yr Roadside,,5.0,130000.0,1500.0,,12.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,217.0,262.0,192.0,9.9,7.3,8.3,,,4.0,Light Commercial,PU/CC 4x4,,T,60.0,40.0,25300.0,30100.0,27850.0,33050.0,22900.0,25700.0,30500.0,45740.0,White,Sunshine (VIC),Auction,2017-05-04 00:00:00.000,07/2015,22.0,55931.0,25700.0,2,24,22.0,30507.818181818184,0.06683673469387755,0.20408163265306123
Toyota,Hilux,TOYO,HILUX,2012,0,14,KUN16R MY12 SR Cab Chassis Single Cab 2dr Man 5sp 1285kg 3.0DT,F,L,F,KUN16R,MY12,SR,,Cab Chassis,Single Cab,,,,Rear Wheel Drive,RWD,Manual,Floor,5.0,2,2982,3.0,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,76.0,Direct Injection,Electronic Sequential,5030.0,2780.0,MR0CZ12G000######,3085.0,1680.0,4980.0,1760.0,1495.0,,1285.0,126.0,,3600.0,343.0,1400.0,3400.0,,3,KUN16R-TRMDYQ3,THAILAND,4.0,4 Stroke,In-line,Front,1KD-#######,,205/70 R15 C,205/70 R15 C,15x6.0,15x6.0,2250.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,214.0,,,10.7,6.6,8.1,,,,Light Commercial,PU/CC 4X2,,T,150.0,100.0,13950.0,17250.0,15850.0,19400.0,12300.0,14300.0,17600.0,26990.0,040 - Glacier White (T),Geebung (QLD),Pickles Online,2017-12-19 00:00:00.000,03/2012,69.0,159060.0,12700.0,5,60,60.0,31812.0,0.08428093645484949,0.2294314381270903
Toyota,Aurion,TOYO,AURION,2014,0,0,GSV50R AT-X Sedan 4dr Spts Auto 6sp 3.5i,F,L,F,GSV50R,,AT-X,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic,Floor,6.0,4,3456,3.5,6,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3700.0,2100.0,6T1BF3FK80X######,2775.0,1470.0,4835.0,1825.0,1525.0,1480.0,575.0,200.0,,6200.0,336.0,,4700.0,91.0,5,GSV50R-JETDKQ,AUSTRALIA,4.0,4 Stroke,V60,Front,2GR-#######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1600.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.0,8.5,4.0,215.0,307.0,162.0,13.3,7.0,9.3,Euro 4,,5.0,Passenger,Large,< $70K,T,75.0,45.0,12350.0,15350.0,14050.0,17300.0,10800.0,12600.0,15700.0,36490.0,4S2 - Magnetic Bronze (T),Sunshine (VIC),Dealer Only Auction,2016-02-03 00:00:00.000,09/2014,17.0,16185.0,19100.0,2,24,17.0,11424.70588235294,0.13114754098360656,0.22032786885245903
Audi,A4,AUDI,A4,2011,0,1,B8 8K MY11 Sedan 4dr multitronic 8sp 1.8T,F,L,F,B8 8K,MY11,,,Sedan,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,8.0,4,1798,1.8,4,Petrol - Premium ULP,Turbo Intercooled,PASS,Double Overhead Cam,Piston,65.0,Direct & Multi-Point Injection,Electronic Sequential,3260.0,1960.0,WAUZZZ8KXBA######,2808.0,1427.0,4703.0,1826.0,1470.0,1470.0,490.0,118.0,4500.0,6200.0,250.0,1500.0,4500.0,95.0,5,8K202H/11,GERMANY,4.0,4 Stroke,In-line,Front,CAB-######,8.6,225/55 R16,225/55 R16,16x7.5,16x7.5,1300.0,750.0,3yr Roadside,,3.0,-1.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,7.0,6.5,3.5,169.0,222.0,138.0,9.4,5.9,7.2,,,5.0,Passenger,Medium,> $60K,T,110.0,60.0,11900.0,14950.0,13750.0,17000.0,10400.0,12400.0,15400.0,54900.0,Silver,Canberra (ACT),Fixed Price,2017-09-30 00:00:00.000,08/2011,73.0,77165.0,13400.0,6,72,72.0,12860.833333333334,0.08027210884353742,0.17006802721088435
Toyota,Hiace,TOYO,HIACE,2011,0,4,KDH201R MY11 Van LWB 4dr Man 5sp 980kg 3.0DT,F,L,F,KDH201R,MY11,,,Van,,Long Wheelbase,,,Rear Wheel Drive,RWD,Manual,Dash,5.0,4,2982,3.0,4,Diesel,Turbo Intercooled,VAN,Double Overhead Cam,Piston,70.0,Direct Injection,Electronic Sequential,3800.0,2800.0,JTFHT02P#########,2570.0,1980.0,4695.0,1695.0,1820.0,1720.0,980.0,100.0,,3400.0,300.0,1200.0,2400.0,,3,KDH201R-RBMDYQ,JAPAN,4.0,4 Stroke,In-line,Front,1KD-######,,195 R15 C,195 R15 C,15x6.0,15x6.0,1400.0,400.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,210.0,275.0,172.0,10.5,6.5,8.0,,,3.0,Light Commercial,Vans/CC,2.5t-3.5t,T,180.0,120.0,19150.0,23200.0,21550.0,25950.0,16900.0,19500.0,23800.0,37690.0,White,Adelaide (SA),Auction,2017-12-06 00:00:00.000,12/2011,72.0,184550.0,17750.0,6,72,72.0,30758.333333333332,0.054945054945054944,0.16483516483516483
